year_edition,name,rider_url,team,team_url,bib_number,nationality,birthdate,place_of_birth,height,weight,current_pcs_rank,current_uci_world_rank,speciality_one_day_races,speciality_gc,speciality_time_trial,speciality_sprint,speciality_climber,speciality_hills
2019,KÄMNA Lennard,lennard-kamna,Team Sunweb (WT),team/team-sunweb-2019,145,DE,1996-9-9,Wedel,1.81,65.0,,,260,1038,778,80,1806,603
2019,KELDERMAN Wilco,wilco-kelderman,Team Sunweb (WT),team/team-sunweb-2019,146,NL,1991-3-25,Amersfoort,1.85,65.0,68.0,89.0,754,6079,2699,84,5112,2562
2019,KRAGH ANDERSEN Søren,soren-kragh-andersen,Team Sunweb (WT),team/team-sunweb-2019,147,DK,1994-8-10,Strib,1.78,73.0,,,1517,1406,1847,742,422,1390
2019,ROCHE Nicolas,nicolas-roche,Team Sunweb (WT),team/team-sunweb-2019,148,IE,1984-7-3,Conflans-Sainte-Honorine,1.78,70.0,,,1352,3473,672,192,3660,2294
2019,LAPORTE Christophe,christophe-laporte,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2019,151,FR,1992-12-11,La Seyne-sur-Mer,1.91,76.0,75.0,67.0,4166,950,901,2068,368,1738
2019,BERHANE Natnael,natnael-berhane,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2019,152,ER,1991-1-5,Asmara,1.82,66.0,,,723,920,219,126,266,232
2019,EDET Nicolas,nicolas-edet,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2019,153,FR,1987-12-2,La Ferté-Bernard,1.76,60.0,,,475,1575,78,0,1012,448
2019,HERRADA Jesús,jesus-herrada-lopez,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2019,154,ES,1990-7-26,Mota del Cuervo,1.83,70.0,,,2089,2338,946,481,2060,1406
2019,PEREZ Anthony,anthony-perez,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2019,155,FR,1991-4-22,Toulouse,1.9,70.0,,,595,542,302,47,290,362
2019,PÉRICHON Pierre-Luc,pierre-luc-perichon,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2019,156,FR,1987-1-4,Bourg-en-Bresse,1.82,69.0,,,735,708,220,56,250,318
2019,ROSSETTO Stéphane,stephane-rossetto,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2019,157,FR,1987-4-6,Melun,1.8,68.0,,,160,705,533,0,296,46
2019,SIMON Julien,julien-simon,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2019,158,FR,1985-10-4,Rennes,1.76,65.0,,,3411,1255,209,238,928,2078
2019,EWAN Caleb,caleb-ewan,Lotto Soudal (WT),team/lotto-soudal-2019,161,AU,1994-7-11,Sydney,1.65,69.0,,,2567,333,148,4395,186,2164
2019,BENOOT Tiesj,tiesj-benoot,Lotto Soudal (WT),team/lotto-soudal-2019,162,BE,1994-3-11,Ghent,1.9,72.0,87.0,55.0,5252,1912,83,932,2687,3018
2019,DE BUYST Jasper,jasper-de-buyst,Lotto Soudal (WT),team/lotto-soudal-2019,163,BE,1993-11-24, Asse,1.79,72.0,,,1683,675,128,902,160,885
2019,DE GENDT Thomas,thomas-de-gendt,Lotto Soudal (WT),team/lotto-soudal-2019,164,BE,1986-11-6, Sint-Niklaas,1.79,73.0,,,248,1307,2235,60,1632,1388
2019,KEUKELEIRE Jens,jens-keukeleire,Lotto Soudal (WT),team/lotto-soudal-2019,165,BE,1988-11-23,Brugge,1.85,69.0,,,2027,1149,163,349,208,1055
2019,KLUGE Roger,roger-kluge,Lotto Soudal (WT),team/lotto-soudal-2019,166,DE,1986-2-5,Eisenhüttenstadt,1.92,83.0,,,472,515,490,259,68,174
2019,MONFORT Maxime,maxime-monfort,Lotto Soudal (WT),team/lotto-soudal-2019,167,BE,1983-1-14,Bastogne,1.81,66.0,,,705,4636,2505,27,1739,894
2019,WELLENS Tim,tim-wellens,Lotto Soudal (WT),team/lotto-soudal-2019,168,BE,1991-5-10,Sint-Truiden,1.82,71.0,46.0,61.0,4124,4296,1406,347,2405,2854
2019,CALMEJANE Lilian,lilian-calmejane,Team Total Direct Energie (PCT),team/team-total-direct-energie-2019,171,FR,1992-12-6,Albi,1.84,70.0,,,1061,1317,188,178,1055,1059
2019,BONIFAZIO Niccolò,niccolo-bonifazio,Team Total Direct Energie (PCT),team/team-total-direct-energie-2019,172,IT,1993-10-29,Coni,1.76,72.0,,,1624,420,48,1546,96,1202
2019,GRELLIER Fabien,fabien-grellier,Team Total Direct Energie (PCT),team/team-total-direct-energie-2019,173,FR,1994-10-31,La Roche-sur-Yon,1.8,65.0,,,229,200,17,34,76,134
2019,OURSELIN Paul,paul-ourselin,Team Total Direct Energie (PCT),team/team-total-direct-energie-2019,174,FR,1994-4-13,Saint-Pierre-sur-Dives,1.85,70.0,,,199,231,34,32,102,106
2019,SICARD Romain,romain-sicard,Team Total Direct Energie (PCT),team/team-total-direct-energie-2019,175,FR,1988-1-1,Bayonne,1.79,63.0,,,390,1096,340,4,546,208
2019,TAARAMÄE Rein,rein-taaramae,Team Total Direct Energie (PCT),team/team-total-direct-energie-2019,176,EE,1987-4-24,Tartu,1.86,73.0,,,737,3007,1574,33,1852,678
2019,TERPSTRA Niki,niki-terpstra,Team Total Direct Energie (PCT),team/team-total-direct-energie-2019,177,NL,1984-5-18,Beverwijk,1.9,75.0,,,4666,2405,1739,792,193,1126
2019,TURGIS Anthony,anthony-turgis,Team Total Direct Energie (PCT),team/team-total-direct-energie-2019,178,FR,1994-5-16,Bourg-la-Reine,1.78,70.0,,,2398,819,184,624,178,1058
2019,ZAKARIN Ilnur,ilnur-zakarin,Team Katusha Alpecin (WT),team/team-katusha-alpecin-2019,181,RU,1989-9-15,Naberezjnye Tsjelny,1.87,67.0,,,416,3286,1200,10,2876,760
2019,DEBUSSCHERE Jens,jens-debusschere,Team Katusha Alpecin (WT),team/team-katusha-alpecin-2019,182,BE,1989-8-28, Roeselare,1.84,77.0,,,2284,522,65,967,50,328
2019,DOWSETT Alex,alex-dowsett,Team Katusha Alpecin (WT),team/team-katusha-alpecin-2019,183,GB,1988-10-3,Maldon,1.82,75.0,,,98,686,3466,33,48,207
2019,GONÇALVES José,jose-goncalves,Team Katusha Alpecin (WT),team/team-katusha-alpecin-2019,184,PT,1989-2-13,Barcelos,1.85,70.0,,,303,860,726,22,320,560
2019,HALLER Marco,marco-haller,Team Katusha Alpecin (WT),team/team-katusha-alpecin-2019,185,AT,1991-4-1,Sankt Veit an der Glan,1.78,72.0,,,1337,671,79,274,88,578
2019,POLITT Nils,nils-politt,Team Katusha Alpecin (WT),team/team-katusha-alpecin-2019,186,DE,1994-3-6,Cologne,1.92,80.0,,,2248,1025,1244,472,152,1439
2019,WÜRTZ SCHMIDT Mads,mads-wurtz-schmidt,Team Katusha Alpecin (WT),team/team-katusha-alpecin-2019,187,DK,1994-3-31,Randers,1.76,70.0,,,446,514,602,176,66,486
2019,ZABEL Rick,rick-zabel,Team Katusha Alpecin (WT),team/team-katusha-alpecin-2019,188,DE,1993-12-7,Unna,1.86,81.0,,,647,337,51,478,95,440
2019,MARTIN Guillaume,guillaume-martin,Wanty - Gobert Cycling Team (PCT),team/wanty-gobert-cycling-team-2019,191,FR,1993-6-9,Paris,1.73,55.0,56.0,86.0,2570,3896,10,81,4014,1760
2019,BACKAERT Frederik,frederik-backaert,Wanty - Gobert Cycling Team (PCT),team/wanty-gobert-cycling-team-2019,192,BE,1990-3-13,Ghent,1.88,78.0,,,534,398,10,154,56,175
2019,DE GENDT Aimé,aime-de-gendt,Wanty - Gobert Cycling Team (PCT),team/wanty-gobert-cycling-team-2019,193,BE,1994-6-17,Denderhoutem,1.82,75.0,,,1110,582,117,396,80,427
2019,EIKING Odd Christian,odd-christian-eiking,Wanty - Gobert Cycling Team (PCT),team/wanty-gobert-cycling-team-2019,194,NO,1994-12-28,Stord,1.81,75.0,,,832,1145,55,18,846,938
2019,MEURISSE Xandro,xandro-meurisse,Wanty - Gobert Cycling Team (PCT),team/wanty-gobert-cycling-team-2019,195,BE,1992-1-31,Kortrijk,1.81,71.0,,,1190,1380,148,171,764,1007
2019,OFFREDO Yoann,yoann-offredo,Wanty - Gobert Cycling Team (PCT),team/wanty-gobert-cycling-team-2019,196,FR,1986-11-12,Savigny-sur-Orge,1.89,69.0,,,1143,351,172,25,20,321
2019,PASQUALON Andrea,andrea-pasqualon,Wanty - Gobert Cycling Team (PCT),team/wanty-gobert-cycling-team-2019,197,IT,1988-1-2,Bassano del Grappa,1.74,75.0,,,2809,697,74,1064,360,1568
2019,VAN MELSEN Kévin,kevin-van-melsen,Wanty - Gobert Cycling Team (PCT),team/wanty-gobert-cycling-team-2019,198,BE,1987-4-1,Verviers,1.85,77.0,,,94,70,3,22,0,11
2019,BOASSON HAGEN Edvald,edvald-boasson-hagen,Team Dimension Data (WT),team/team-dimension-data-2019,201,NO,1987-5-17,Rudsbygd,1.8,75.0,,,4411,3655,2967,1888,1012,4388
2019,BAK Lars Ytting,lars-ytting-bak,Team Dimension Data (WT),team/team-dimension-data-2019,202,DK,1980-1-16,Silkeborg,1.9,76.0,,,1189,2286,963,83,423,362
2019,CUMMINGS Steve,stephen-cummings,Team Dimension Data (WT),team/team-dimension-data-2019,203,GB,1981-3-19,Clatterbridge,1.9,73.0,,,641,1558,1620,0,695,355
2019,JANSE VAN RENSBURG Reinardt,reinardt-janse-van-rensburg,Team Dimension Data (WT),team/team-dimension-data-2019,204,ZA,1989-2-3,Virginia,1.82,74.0,,,1552,937,576,793,170,822
2019,KING Ben,benjamin-king-1,Team Dimension Data (WT),team/team-dimension-data-2019,205,US,1989-3-22,Richmond,1.83,68.0,,,245,437,368,5,458,264
2019,KREUZIGER Roman,roman-kreuziger,Team Dimension Data (WT),team/team-dimension-data-2019,206,CZ,1986-5-6,Moravská Třebová,1.83,65.0,,,2417,5077,2171,49,4204,1572
2019,NIZZOLO Giacomo,giacomo-nizzolo,Team Dimension Data (WT),team/team-dimension-data-2019,207,IT,1989-1-30,Milan,1.84,72.0,,,4837,564,234,3604,184,2186
2019,VALGREN Michael,michael-valgren-andersen,Team Dimension Data (WT),team/team-dimension-data-2019,208,DK,1992-2-7,Østerild,1.79,71.0,,,2927,1193,453,446,1013,1864
2019,BARGUIL Warren,warren-barguil,Team Arkéa Samsic (PCT),team/team-arkea-samsic-2019,211,FR,1991-10-28,Hennebont,1.83,61.0,,,2731,3000,100,278,3917,1970
2019,BOUET Maxime,maxime-bouet,Team Arkéa Samsic (PCT),team/team-arkea-samsic-2019,212,FR,1986-11-3,Belley,1.83,67.0,,,727,1581,411,42,514,860
2019,DELAPLACE Anthony,anthony-delaplace,Team Arkéa Samsic (PCT),team/team-arkea-samsic-2019,213,FR,1989-9-11,Valognes,1.81,65.0,,,1247,950,591,50,216,400
2019,GESBERT Élie,elie-gesbert,Team Arkéa Samsic (PCT),team/team-arkea-samsic-2019,214,FR,1995-7-1,Saint-Brieuc,1.81,63.0,,,400,771,12,20,618,424
2019,GREIPEL André,andre-greipel,Team Arkéa Samsic (PCT),team/team-arkea-samsic-2019,215,DE,1982-7-16,Rostock,1.84,80.0,,,4643,1935,529,5032,278,2225
2019,LEDANOIS Kévin,kevin-ledanois,Team Arkéa Samsic (PCT),team/team-arkea-samsic-2019,216,FR,1993-7-13,Noisy-le-Sec,1.81,67.0,,,445,256,75,76,48,173
2019,MOINARD Amaël,amael-moinard,Team Arkéa Samsic (PCT),team/team-arkea-samsic-2019,217,FR,1982-2-2,Cherbourg,1.8,69.0,,,360,1396,133,0,597,212
2019,VACHON Florian,florian-vachon,Team Arkéa Samsic (PCT),team/team-arkea-samsic-2019,218,FR,1985-1-2,Montluçon,1.79,65.0,,,1110,685,55,66,86,108
2020,BERNAL Egan,egan-bernal,INEOS Grenadiers (WT),team/ineos-grenadiers-2020,1,CO,1997-1-13,Bogotá,1.75,60.0,78.0,54.0,933,4611,596,120,4134,1236
2020,AMADOR Andrey,andrey-amador,INEOS Grenadiers (WT),team/ineos-grenadiers-2020,2,CR,1986-8-29,San José,1.8,73.0,,,671,1518,1228,54,1046,566
2020,CARAPAZ Richard,richard-carapaz,INEOS Grenadiers (WT),team/ineos-grenadiers-2020,3,EC,1993-5-29,El Carmelo,1.7,62.0,15.0,9.0,1262,4060,551,88,4822,1735
2020,CASTROVIEJO Jonathan,jonathan-castroviejo,INEOS Grenadiers (WT),team/ineos-grenadiers-2020,4,ES,1987-4-27,Getxo,1.71,62.0,,,263,2091,4574,1,1080,337
2020,KWIATKOWSKI Michał,michal-kwiatkowski,INEOS Grenadiers (WT),team/ineos-grenadiers-2020,5,PL,1990-6-2,Chełmża,1.76,68.0,,,4717,3670,3561,281,3312,3584
2020,ROWE Luke,luke-rowe,INEOS Grenadiers (WT),team/ineos-grenadiers-2020,6,GB,1990-3-10,Cardiff,1.85,72.0,,,1185,466,142,170,49,413
2020,SIVAKOV Pavel,pavel-sivakov,INEOS Grenadiers (WT),team/ineos-grenadiers-2020,7,RU,1997-7-11,San Donà di Piave,1.88,70.0,57.0,65.0,1028,2593,506,26,1998,628
2020,VAN BAARLE Dylan,dylan-van-baarle,INEOS Grenadiers (WT),team/ineos-grenadiers-2020,8,NL,1992-5-21,Voorburg,1.89,78.0,,,2684,1454,1306,176,514,1496
2020,ROGLIČ Primož,primoz-roglic,Team Jumbo-Visma (WT),team/team-jumbo-visma-2020,11,SI,1989-10-29,Trbovlje,1.77,65.0,12.0,8.0,1877,8104,5706,68,8072,3002
2020,BENNETT George,george-bennett,Team Jumbo-Visma (WT),team/team-jumbo-visma-2020,12,NZ,1990-4-7,Nelson,1.81,58.0,,,869,3482,266,86,2902,1084
2020,JANSEN Amund Grøndahl,amund-grondahl-jansen,Team Jumbo-Visma (WT),team/team-jumbo-visma-2020,13,NO,1994-2-11,Nes,1.87,83.0,,,836,548,44,293,116,432
2020,DUMOULIN Tom,tom-dumoulin,Team Jumbo-Visma (WT),team/team-jumbo-visma-2020,14,NL,1990-11-11,Maastricht,1.85,69.0,,,1147,4404,6256,100,3163,2211
2020,GESINK Robert,robert-gesink,Team Jumbo-Visma (WT),team/team-jumbo-visma-2020,15,NL,1986-5-31,Varsseveld,1.9,70.0,,,2888,5209,1196,30,4250,1400
2020,KUSS Sepp,sepp-kuss,Team Jumbo-Visma (WT),team/team-jumbo-visma-2020,16,US,1994-9-13,Durango,1.82,61.0,,,193,2616,315,23,3328,570
2020,MARTIN Tony,tony-martin,Team Jumbo-Visma (WT),team/team-jumbo-visma-2020,17,DE,1985-4-23,Cottbus,1.85,75.0,,,408,3738,10664,165,829,1670
2020,VAN AERT Wout,wout-van-aert,Team Jumbo-Visma (WT),team/team-jumbo-visma-2020,18,BE,1994-9-15,Herentals,1.9,78.0,6.0,4.0,7819,1191,3042,1982,2102,4755
2020,SAGAN Peter,peter-sagan,BORA - hansgrohe (WT),team/bora-hansgrohe-2020,21,SK,1990-1-26,Žilina,1.82,78.0,,,9426,1797,1335,5996,2578,8566
2020,BUCHMANN Emanuel,emanuel-buchmann,BORA - hansgrohe (WT),team/bora-hansgrohe-2020,22,DE,1992-11-18, Ravensburg,1.8,59.0,,,816,3249,233,80,2960,840
2020,GROßSCHARTNER Felix,felix-grossschartner,BORA - hansgrohe (WT),team/bora-hansgrohe-2020,23,AT,1993-12-23,Wels,1.84,64.0,,,527,2739,1243,265,1547,1482
2020,KÄMNA Lennard,lennard-kamna,BORA - hansgrohe (WT),team/bora-hansgrohe-2020,24,DE,1996-9-9,Wedel,1.81,65.0,,,260,1038,778,80,1806,603
2020,MÜHLBERGER Gregor,gregor-muhlberger,BORA - hansgrohe (WT),team/bora-hansgrohe-2020,25,AT,1994-4-4,Haidershofen ,1.8,64.0,,,853,837,239,74,963,462
2020,OSS Daniel,daniel-oss,BORA - hansgrohe (WT),team/bora-hansgrohe-2020,26,IT,1987-1-13,Trento,1.91,75.0,,,1298,735,423,400,246,938
2020,PÖSTLBERGER Lukas,lukas-postlberger,BORA - hansgrohe (WT),team/bora-hansgrohe-2020,27,AT,1992-1-10,Vöcklabruck,1.82,70.0,,,656,264,331,131,102,445
2020,SCHACHMANN Maximilian,maximilian-schachmann,BORA - hansgrohe (WT),team/bora-hansgrohe-2020,28,DE,1994-1-9,Berlin,1.83,71.0,82.0,91.0,1430,2161,1930,94,1962,1788
2020,BARDET Romain,romain-bardet,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2020,31,FR,1990-11-9, Brioude,1.85,65.0,,93.0,3401,6495,401,366,8511,2067
2020,CHEREL Mikaël,mikael-cherel,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2020,32,FR,1986-3-17,Saint-Hilaire-du-Harcouët,1.83,65.0,,,654,1318,0,24,597,486
2020,COSNEFROY Benoît,benoit-cosnefroy,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2020,33,FR,1995-10-17,Cherbourg-en-Cotentin,1.79,65.0,,,3836,1039,330,272,936,1742
2020,LATOUR Pierre,pierre-latour,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2020,34,FR,1993-10-12,Romans-sur-Isère,1.81,66.0,,,783,2317,1379,182,2293,1248
2020,NAESEN Oliver,oliver-naesen,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2020,35,BE,1990-9-16,Oostende,1.84,74.0,,,4340,1447,49,756,415,2328
2020,PETERS Nans,nans-peters,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2020,36,FR,1994-3-12,Grenoble,1.77,72.0,,,610,484,90,80,530,265
2020,VENTURINI Clément,clement-venturini,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2020,37,FR,1993-10-16,Villeurbanne,1.65,60.0,,,1698,591,94,850,357,1680
2020,VUILLERMOZ Alexis,alexis-vuillermoz,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2020,38,FR,1988-6-1,Saint-Claude,1.73,60.0,,,1544,1578,98,41,1616,884
2020,ALAPHILIPPE Julian,julian-alaphilippe,Deceuninck - Quick Step (WT),team/deceuninck-quick-step-2020,41,FR,1992-6-11,Saint-Amand-Montrond,1.73,62.0,83.0,80.0,6670,2738,1430,774,5331,4658
2020,ASGREEN Kasper,kasper-asgreen,Deceuninck - Quick Step (WT),team/deceuninck-quick-step-2020,42,DK,1995-2-8,Kolding,1.93,75.0,,,1615,821,2406,303,504,1518
2020,BENNETT Sam,sam-bennett,Deceuninck - Quick Step (WT),team/deceuninck-quick-step-2020,43,IE,1990-10-16,Wervik,1.78,73.0,,,2662,556,135,4424,130,1900
2020,CAVAGNA Rémi,remi-cavagna,Deceuninck - Quick Step (WT),team/deceuninck-quick-step-2020,44,FR,1995-8-10,Clermont-Ferrand,1.86,78.0,,,469,981,2778,112,298,756
2020,DECLERCQ Tim,tim-declercq,Deceuninck - Quick Step (WT),team/deceuninck-quick-step-2020,45,BE,1989-3-21,Leuven,1.9,78.0,,,765,475,26,442,52,90
2020,DEVENYNS Dries,dries-devenyns,Deceuninck - Quick Step (WT),team/deceuninck-quick-step-2020,46,BE,1983-7-22,Leuven,1.77,65.0,,,1594,1907,796,85,890,1106
2020,JUNGELS Bob,bob-jungels,Deceuninck - Quick Step (WT),team/deceuninck-quick-step-2020,47,LU,1992-9-22,Rollingen,1.89,70.0,,,1245,2624,2692,403,1652,1282
2020,MØRKØV Michael,michael-morkov,Deceuninck - Quick Step (WT),team/deceuninck-quick-step-2020,48,DK,1985-4-30,Kokkedal,1.83,71.0,,,1239,978,366,711,143,518
2020,PINOT Thibaut,thibaut-pinot,Groupama - FDJ (WT),team/groupama-fdj-2020,51,FR,1990-5-29,Lure,1.8,63.0,,,1919,6908,1547,4,7740,1538
2020,BONNET William,william-bonnet,Groupama - FDJ (WT),team/groupama-fdj-2020,52,FR,1982-6-25,Saint-Doulchard,1.85,80.0,,,1018,469,448,341,42,350
2020,GAUDU David,david-gaudu,Groupama - FDJ (WT),team/groupama-fdj-2020,53,FR,1996-10-10,Landivisiau,1.72,53.0,69.0,70.0,1762,3136,160,17,4052,1214
2020,KÜNG Stefan,stefan-kung,Groupama - FDJ (WT),team/groupama-fdj-2020,54,CH,1993-11-16,Wil,1.93,83.0,53.0,35.0,2900,1664,5799,406,526,1748
2020,LADAGNOUS Matthieu,matthieu-ladagnous,Groupama - FDJ (WT),team/groupama-fdj-2020,55,FR,1984-12-12,Pau,1.82,73.0,,,1441,1455,232,167,160,343
2020,MADOUAS Valentin,valentin-madouas,Groupama - FDJ (WT),team/groupama-fdj-2020,56,FR,1996-7-12,Brest,1.79,71.0,73.0,66.0,3266,1207,93,190,1640,1784
2020,MOLARD Rudy,rudy-molard,Groupama - FDJ (WT),team/groupama-fdj-2020,57,FR,1989-9-17, Gleizé,1.78,62.0,,,1475,1661,161,56,1695,1042
2020,REICHENBACH Sébastien,sebastien-reichenbach,Groupama - FDJ (WT),team/groupama-fdj-2020,58,CH,1989-5-28,Martigny,1.78,64.0,,,768,2042,123,0,1826,372
2020,LANDA Mikel,mikel-landa,Bahrain - McLaren (WT),team/bahrain-mclaren-2020,61,ES,1989-12-13,Murgia,1.72,61.0,31.0,26.0,1017,6401,298,28,7045,1186
2020,BILBAO Pello,pello-bilbao,Bahrain - McLaren (WT),team/bahrain-mclaren-2020,62,ES,1990-2-25,Guernica,1.74,60.0,64.0,57.0,1631,4751,1135,450,4896,2188
2020,CARUSO Damiano,damiano-caruso,Bahrain - McLaren (WT),team/bahrain-mclaren-2020,63,IT,1987-10-12,Ragusa,1.79,67.0,,,840,4788,1314,70,4552,1697
2020,COLBRELLI Sonny,sonny-colbrelli,Bahrain - McLaren (WT),team/bahrain-mclaren-2020,64,IT,1990-5-17, Desenzano del Garda,1.76,74.0,,,5472,1172,142,1050,1006,3117
2020,HALLER Marco,marco-haller,Bahrain - McLaren (WT),team/bahrain-mclaren-2020,65,AT,1991-4-1,Sankt Veit an der Glan,1.78,72.0,,,1337,671,79,274,88,578
2020,MOHORIČ Matej,matej-mohoric,Bahrain - McLaren (WT),team/bahrain-mclaren-2020,66,SI,1994-10-19,Kranj,1.86,71.0,,,2986,2331,352,696,1610,2820
2020,POELS Wout,wout-poels,Bahrain - McLaren (WT),team/bahrain-mclaren-2020,67,NL,1987-10-1,Venray,1.86,66.0,,,1038,5143,916,32,4986,1763
2020,VALLS Rafael,rafael-valls,Bahrain - McLaren (WT),team/bahrain-mclaren-2020,68,ES,1987-6-25,Cocentaina,1.79,64.0,,,295,1209,78,6,666,324
2020,URÁN Rigoberto,rigoberto-uran,EF Pro Cycling (WT),team/ef-pro-cycling-2020,71,CO,1987-1-26,Urrao,1.73,63.0,,,3086,5913,1804,60,6462,2170
2020,BETTIOL Alberto,alberto-bettiol,EF Pro Cycling (WT),team/ef-pro-cycling-2020,72,IT,1993-10-29,Poggibonsi,1.8,69.0,,,2487,956,1106,288,978,2130
2020,CARTHY Hugh,hugh-carthy,EF Pro Cycling (WT),team/ef-pro-cycling-2020,73,GB,1994-7-9,Preston,1.93,69.0,,,270,2674,421,31,2333,478
2020,HIGUITA Sergio,sergio-higuita,EF Pro Cycling (WT),team/ef-pro-cycling-2020,74,CO,1997-8-1,Medellín,1.66,57.0,,,1116,2180,130,79,2346,1282
2020,KEUKELEIRE Jens,jens-keukeleire,EF Pro Cycling (WT),team/ef-pro-cycling-2020,75,BE,1988-11-23,Brugge,1.85,69.0,,,2027,1149,163,349,208,1055
2020,MARTÍNEZ Daniel Felipe,daniel-felipe-martinez,EF Pro Cycling (WT),team/ef-pro-cycling-2020,76,CO,1996-4-25,Soacha,1.72,63.0,,,839,2835,1258,13,2474,736
2020,POWLESS Neilson,neilson-powless,EF Pro Cycling (WT),team/ef-pro-cycling-2020,77,US,1996-9-3,Eglin,1.83,67.0,19.0,25.0,2607,1569,891,238,1678,1109
2020,VAN GARDEREN Tejay,tejay-van-garderen,EF Pro Cycling (WT),team/ef-pro-cycling-2020,78,US,1988-8-12,Tacoma,1.86,72.0,,,147,5164,3409,27,3011,1127
2020,QUINTANA Nairo,nairo-quintana,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2020,81,CO,1990-2-4,Cómbita,1.67,58.0,,,829,9465,1274,34,7897,1962
2020,ANACONA Winner,winner-anacona,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2020,82,CO,1988-8-11,Tunja,1.79,65.0,,,320,895,222,20,766,160
2020,BARGUIL Warren,warren-barguil,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2020,83,FR,1991-10-28,Hennebont,1.83,61.0,,,2731,3000,100,278,3917,1970
2020,LEDANOIS Kévin,kevin-ledanois,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2020,84,FR,1993-7-13,Noisy-le-Sec,1.81,67.0,,,445,256,75,76,48,173
2020,QUINTANA Dayer,dayer-quintana-rojas,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2020,85,CO,1992-8-10,Cómbita,1.67,58.0,,,114,426,0,13,218,70
2020,ROSA Diego,diego-rosa,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2020,86,IT,1989-3-27,Corneliano d'Alba,1.78,65.0,,,1042,940,344,26,1064,416
2020,RUSSO Clément,clement-russo,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2020,87,FR,1995-1-20,Lyon,1.87,74.0,,,526,246,68,299,4,296
2020,SWIFT Connor,connor-swift,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2020,88,GB,1995-10-30,Thorne,1.9,75.0,,,738,599,307,213,152,415
2020,VALVERDE Alejandro,alejandro-valverde,Movistar Team (WT),team/movistar-team-2020,91,ES,1980-4-25,Murcia,1.77,61.0,,,13381,13732,4946,336,15230,7433
2020,CATALDO Dario,dario-cataldo,Movistar Team (WT),team/movistar-team-2020,92,IT,1985-3-17,Lanciano,1.75,64.0,,,665,1660,1171,26,1704,602
2020,ERVITI Imanol,imanol-erviti,Movistar Team (WT),team/movistar-team-2020,93,ES,1983-11-15,Pamplona,1.9,82.0,,,749,951,437,60,216,328
2020,MAS Enric,enric-mas,Movistar Team (WT),team/movistar-team-2020,94,ES,1995-1-7,Artà,1.77,61.0,11.0,11.0,993,4995,666,19,5690,1364
2020,OLIVEIRA Nelson,nelson-oliveira,Movistar Team (WT),team/movistar-team-2020,95,PT,1989-3-6,Anadia,1.8,67.0,,,624,1209,3816,24,546,884
2020,ROJAS José Joaquín,jose-joaquin-rojas,Movistar Team (WT),team/movistar-team-2020,96,ES,1985-6-8,Cieza,1.77,70.0,,,3020,1993,129,1050,1390,3162
2020,SOLER Marc,marc-soler,Movistar Team (WT),team/movistar-team-2020,97,ES,1993-11-22,Vilanova i la Geltrú,1.86,68.0,,95.0,295,2575,774,8,2949,1244
2020,VERONA Carlos,carlos-verona,Movistar Team (WT),team/movistar-team-2020,98,ES,1992-11-4,San Lorenzo de El Escorial,1.86,68.0,,,462,1496,21,6,1294,384
2020,PORTE Richie,richie-porte,Trek - Segafredo (WT),team/trek-segafredo-2020,101,AU,1985-1-30,Launceston,1.72,62.0,,,334,7697,4287,38,4406,2044
2020,EG Niklas,niklas-eg,Trek - Segafredo (WT),team/trek-segafredo-2020,102,DK,1995-1-6,Kibæk,1.84,60.0,,,73,593,47,10,328,96
2020,ELISSONDE Kenny,kenny-elissonde,Trek - Segafredo (WT),team/trek-segafredo-2020,103,FR,1991-7-22, Longjumeau,1.69,52.0,,,287,1246,27,4,1348,324
2020,MOLLEMA Bauke,bauke-mollema,Trek - Segafredo (WT),team/trek-segafredo-2020,104,NL,1986-11-26,Groningen,1.84,64.0,,,5218,6013,2080,179,7443,4110
