year_edition,name,rider_url,team,team_url,bib_number,nationality,birthdate,place_of_birth,height,weight,current_pcs_rank,current_uci_world_rank,speciality_one_day_races,speciality_gc,speciality_time_trial,speciality_sprint,speciality_climber,speciality_hills
2016,KOREN Kristijan,kristijan-koren,Cannondale - Drapac Pro Cycling Team (WT),team/cannondale-drapac-pro-cycling-team-2016,85,SI,1986-11-25,Postojna,1.83,72.0,,,704,522,578,12,205,174
2016,LANGEVELD Sebastian,sebastian-langeveld,Cannondale - Drapac Pro Cycling Team (WT),team/cannondale-drapac-pro-cycling-team-2016,86,NL,1985-1-17,Leiden,1.78,67.0,,,2265,1255,1114,163,88,488
2016,NAVARDAUSKAS Ramūnas,ramunas-navardauskas,Cannondale - Drapac Pro Cycling Team (WT),team/cannondale-drapac-pro-cycling-team-2016,87,LT,1988-1-30,Šilalė,1.9,79.0,,,1113,1025,1203,368,304,1050
2016,SLAGTER Tom-Jelte,tom-jelte-slagter,Cannondale - Drapac Pro Cycling Team (WT),team/cannondale-drapac-pro-cycling-team-2016,88,NL,1989-7-1,Groningen,1.69,57.0,,,1496,1293,223,12,1284,896
2016,VAN BAARLE Dylan,dylan-van-baarle,Cannondale - Drapac Pro Cycling Team (WT),team/cannondale-drapac-pro-cycling-team-2016,89,NL,1992-5-21,Voorburg,1.89,78.0,,,2684,1454,1306,176,514,1496
2016,PORTE Richie,richie-porte,BMC Racing Team (WT),team/bmc-racing-team-2016,91,AU,1985-1-30,Launceston,1.72,62.0,,,334,7697,4287,38,4406,2044
2016,BOOKWALTER Brent,brent-bookwalter,BMC Racing Team (WT),team/bmc-racing-team-2016,92,US,1984-2-16,Albuquerque,1.8,70.0,,,470,1673,1237,52,694,678
2016,BURGHARDT Marcus,marcus-burghardt,BMC Racing Team (WT),team/bmc-racing-team-2016,93,DE,1983-6-30,Zschopau,1.89,75.0,,,1633,722,180,78,128,548
2016,CARUSO Damiano,damiano-caruso,BMC Racing Team (WT),team/bmc-racing-team-2016,94,IT,1987-10-12,Ragusa,1.79,67.0,,,840,4788,1314,70,4552,1697
2016,DENNIS Rohan,rohan-dennis,BMC Racing Team (WT),team/bmc-racing-team-2016,95,AU,1990-5-28,Adelaide,1.82,72.0,,,50,2793,6342,26,962,1256
2016,MOINARD Amaël,amael-moinard,BMC Racing Team (WT),team/bmc-racing-team-2016,96,FR,1982-2-2,Cherbourg,1.8,69.0,,,360,1396,133,0,597,212
2016,SCHÄR Michael,michael-schar,BMC Racing Team (WT),team/bmc-racing-team-2016,97,CH,1986-9-29,Geuensee,1.98,78.0,,,802,971,154,18,116,180
2016,VAN AVERMAET Greg,greg-van-avermaet,BMC Racing Team (WT),team/bmc-racing-team-2016,98,BE,1985-5-17,Lokeren,1.81,74.0,,,11652,3805,577,1339,3438,6051
2016,VAN GARDEREN Tejay,tejay-van-garderen,BMC Racing Team (WT),team/bmc-racing-team-2016,99,US,1988-8-12,Tacoma,1.86,72.0,,,147,5164,3409,27,3011,1127
2016,CAVENDISH Mark,mark-cavendish,Team Dimension Data (WT),team/dimension-data-2016,101,GB,1985-5-21,Douglas,1.75,70.0,,,3067,1502,712,6826,79,2065
2016,BERHANE Natnael,natnael-berhane,Team Dimension Data (WT),team/dimension-data-2016,102,ER,1991-1-5,Asmara,1.82,66.0,,,723,920,219,126,266,232
2016,BOASSON HAGEN Edvald,edvald-boasson-hagen,Team Dimension Data (WT),team/dimension-data-2016,103,NO,1987-5-17,Rudsbygd,1.8,75.0,,,4411,3655,2967,1888,1012,4388
2016,CUMMINGS Steve,stephen-cummings,Team Dimension Data (WT),team/dimension-data-2016,104,GB,1981-3-19,Clatterbridge,1.9,73.0,,,641,1558,1620,0,695,355
2016,EISEL Bernhard,bernhard-eisel,Team Dimension Data (WT),team/dimension-data-2016,105,AT,1981-2-17,Voitsberg,1.83,74.0,,,2277,1126,268,684,102,541
2016,JANSE VAN RENSBURG Reinardt,reinardt-janse-van-rensburg,Team Dimension Data (WT),team/dimension-data-2016,106,ZA,1989-2-3,Virginia,1.82,74.0,,,1552,937,576,793,170,822
2016,PAUWELS Serge,serge-pauwels,Team Dimension Data (WT),team/dimension-data-2016,107,BE,1983-11-21,Lier,1.77,65.0,,,472,1317,49,0,1331,494
2016,RENSHAW Mark,mark-renshaw,Team Dimension Data (WT),team/dimension-data-2016,108,AU,1982-10-22, Bathurst,1.79,74.0,,,1363,555,301,896,14,155
2016,TEKLEHAIMANOT Daniel,daniel-teklehaimanot,Team Dimension Data (WT),team/dimension-data-2016,109,ER,1988-11-10,Debarwa,1.88,70.0,,,510,431,651,10,158,82
2016,BARGUIL Warren,warren-barguil,Team Giant - Alpecin (WT),team/team-giant-alpecin-2016,111,FR,1991-10-28,Hennebont,1.83,61.0,,,2731,3000,100,278,3917,1970
2016,CURVERS Roy,roy-curvers,Team Giant - Alpecin (WT),team/team-giant-alpecin-2016,112,NL,1979-12-27,Haelen,1.88,73.0,,,1253,361,0,20,32,54
2016,DEGENKOLB John,john-degenkolb,Team Giant - Alpecin (WT),team/team-giant-alpecin-2016,113,DE,1989-1-7,Gera,1.8,82.0,,,6464,1231,297,3248,315,3315
2016,DUMOULIN Tom,tom-dumoulin,Team Giant - Alpecin (WT),team/team-giant-alpecin-2016,114,NL,1990-11-11,Maastricht,1.85,69.0,,,1147,4404,6256,100,3163,2211
2016,GESCHKE Simon,simon-geschke,Team Giant - Alpecin (WT),team/team-giant-alpecin-2016,115,DE,1986-3-13,Berlin,1.71,64.0,,,1572,1563,668,24,1657,1033
2016,PREIDLER Georg,georg-preidler,Team Giant - Alpecin (WT),team/team-giant-alpecin-2016,116,AT,1990-6-17,Graz,1.9,68.0,,,318,408,401,16,374,579
2016,SINKELDAM Ramon,ramon-sinkeldam,Team Giant - Alpecin (WT),team/team-giant-alpecin-2016,117,NL,1989-2-9,Zaandam,1.93,77.0,,,898,578,72,164,1,90
2016,TEN DAM Laurens,laurens-ten-dam,Team Giant - Alpecin (WT),team/team-giant-alpecin-2016,118,NL,1980-11-13,Zuidwolde,1.84,67.0,,,430,2641,389,20,1043,168
2016,TIMMER Albert,albert-timmer,Team Giant - Alpecin (WT),team/team-giant-alpecin-2016,119,NL,1985-6-13,Gramsbergen,1.86,77.0,,,165,472,134,33,62,4
2016,PINOT Thibaut,thibaut-pinot,FDJ (WT),team/fdj-2016,121,FR,1990-5-29,Lure,1.8,63.0,,,1919,6908,1547,4,7740,1538
2016,BONNET William,william-bonnet,FDJ (WT),team/fdj-2016,122,FR,1982-6-25,Saint-Doulchard,1.85,80.0,,,1018,469,448,341,42,350
2016,LADAGNOUS Matthieu,matthieu-ladagnous,FDJ (WT),team/fdj-2016,123,FR,1984-12-12,Pau,1.82,73.0,,,1441,1455,232,167,160,343
2016,MORABITO Steve,steve-morabito,FDJ (WT),team/fdj-2016,124,CH,1983-1-30,Monthey,1.86,74.0,,,365,1525,604,4,563,292
2016,PINEAU Cédric,cedric-pineau,FDJ (WT),team/fdj-2016,125,FR,1985-5-8,Migennes,1.77,68.0,,,562,426,15,4,43,22
2016,REICHENBACH Sébastien,sebastien-reichenbach,FDJ (WT),team/fdj-2016,126,CH,1989-5-28,Martigny,1.78,64.0,,,768,2042,123,0,1826,372
2016,ROUX Anthony,anthony-roux,FDJ (WT),team/fdj-2016,127,FR,1987-4-18,Verdun,1.88,73.0,,,1403,1120,1063,183,538,956
2016,ROY Jérémy,jeremy-roy,FDJ (WT),team/fdj-2016,128,FR,1983-6-22,Tours,1.86,70.0,,,533,1233,1404,131,360,284
2016,VICHOT Arthur,arthur-vichot,FDJ (WT),team/fdj-2016,129,FR,1988-11-26,Colombier-Fontaine,1.84,74.0,,,1729,1246,218,21,616,1024
2016,BUCHMANN Emanuel,emanuel-buchmann,Bora - Argon 18 (PCT),team/bora-argon-18-2016,131,DE,1992-11-18, Ravensburg,1.8,59.0,,,816,3249,233,80,2960,840
2016,ARCHBOLD Shane,shane-archbold,Bora - Argon 18 (PCT),team/bora-argon-18-2016,132,NZ,1989-2-2,Timaru,1.82,79.0,,,299,151,63,131,60,148
2016,BÁRTA Jan,jan-barta,Bora - Argon 18 (PCT),team/bora-argon-18-2016,133,CZ,1984-12-7,Kyjov,1.84,75.0,,,374,1491,2605,60,288,167
2016,BENEDETTI Cesare,cesare-benedetti,Bora - Argon 18 (PCT),team/bora-argon-18-2016,134,IT,1987-8-3,Rovereto,1.7,63.0,,,406,498,3,16,254,172
2016,BENNETT Sam,sam-bennett,Bora - Argon 18 (PCT),team/bora-argon-18-2016,135,IE,1990-10-16,Wervik,1.78,73.0,,,2662,556,135,4424,130,1900
2016,HUZARSKI Bartosz,bartosz-huzarski,Bora - Argon 18 (PCT),team/bora-argon-18-2016,136,PL,1980-10-27,Świdnica,1.83,69.0,,,224,1061,571,6,386,100
2016,KONRAD Patrick,patrick-konrad,Bora - Argon 18 (PCT),team/bora-argon-18-2016,137,AT,1991-10-13,Mödling,1.81,64.0,,,1499,2667,458,88,2686,1666
2016,SCHILLINGER Andreas,andreas-schillinger,Bora - Argon 18 (PCT),team/bora-argon-18-2016,138,DE,1983-7-13,Kümmersbruck,1.88,72.0,,,524,307,37,7,52,35
2016,VOß Paul,paul-voss,Bora - Argon 18 (PCT),team/bora-argon-18-2016,139,DE,1986-3-26,Rostock,1.78,66.0,,,524,513,217,30,148,330
2016,RODRÍGUEZ Joaquim,joaquim-rodriguez,Team Katusha  (WT),team/team-katusha-2016,141,ES,1979-5-12,Barcelona,1.69,58.0,,,5300,7630,1382,62,9164,2734
2016,GUARNIERI Jacopo,jacopo-guarnieri,Team Katusha  (WT),team/team-katusha-2016,142,IT,1987-8-14,Vizzolo Predabissi,1.9,80.0,,,722,371,1,261,20,281
2016,HALLER Marco,marco-haller,Team Katusha  (WT),team/team-katusha-2016,143,AT,1991-4-1,Sankt Veit an der Glan,1.78,72.0,,,1337,671,79,274,88,578
2016,KRISTOFF Alexander,alexander-kristoff,Team Katusha  (WT),team/team-katusha-2016,144,NO,1987-7-5,Stavanger,1.83,78.0,61.0,59.0,11319,2254,301,10136,480,5284
2016,LOSADA Alberto,alberto-losada,Team Katusha  (WT),team/team-katusha-2016,145,ES,1982-2-28,Barcelona,1.8,69.0,,,240,1094,226,0,378,236
2016,MØRKØV Michael,michael-morkov,Team Katusha  (WT),team/team-katusha-2016,146,DK,1985-4-30,Kokkedal,1.83,71.0,,,1239,978,366,711,143,518
2016,VAN DEN BROECK Jurgen,jurgen-van-den-broeck,Team Katusha  (WT),team/team-katusha-2016,147,BE,1983-2-1,Herentals,1.85,69.0,,,432,3710,1424,33,2442,924
2016,VICIOSO Ángel,angel-vicioso,Team Katusha  (WT),team/team-katusha-2016,148,ES,1977-4-13,Alhama de Aragón,1.7,60.0,,,1824,1763,1320,104,546,668
2016,ZAKARIN Ilnur,ilnur-zakarin,Team Katusha  (WT),team/team-katusha-2016,149,RU,1989-9-15,Naberezjnye Tsjelny,1.87,67.0,,,416,3286,1200,10,2876,760
2016,COSTA Rui,rui-costa,Lampre - Merida (WT),team/lampre-merida-2016,151,PT,1986-10-5,Póvoa de Varzim,1.82,69.0,,,4401,6234,1621,97,5354,2698
2016,ARASHIRO Yukiya,yukiya-arashiro,Lampre - Merida (WT),team/lampre-merida-2016,152,JP,1984-9-22,Ishigaki,1.7,64.0,,,1753,1228,270,178,246,413
2016,BONO Matteo,matteo-bono,Lampre - Merida (WT),team/lampre-merida-2016,153,IT,1983-11-11,Iseo,1.71,60.0,,,284,445,2,0,64,51
2016,CIMOLAI Davide,davide-cimolai,Lampre - Merida (WT),team/lampre-merida-2016,154,IT,1989-8-13,Pordenone,1.81,70.0,,,1187,605,6,1023,141,1472
2016,ĐURASEK Kristijan,kristijan-durasek,Lampre - Merida (WT),team/lampre-merida-2016,155,HR,1987-7-26,Varaždin,1.7,56.0,,,527,585,103,0,482,66
2016,GRMAY Tsgabu,tsgabu-gebremaryam-grmay,Lampre - Merida (WT),team/lampre-merida-2016,156,ET,1991-8-25,Mek'ele,1.75,63.0,,,281,851,455,2,292,188
2016,MEINTJES Louis,louis-meintjes,Lampre - Merida (WT),team/lampre-merida-2016,157,ZA,1992-2-21,Pretoria,1.73,58.0,,,669,3277,347,100,3326,484
2016,PIBERNIK Luka,luka-pibernik,Lampre - Merida (WT),team/lampre-merida-2016,158,SI,1993-10-23,Ljubljana,1.77,60.0,,,376,196,8,48,24,69
2016,POLANC Jan,jan-polanc,Lampre - Merida (WT),team/lampre-merida-2016,159,SI,1992-5-6,Kranj,1.72,62.0,,,782,1536,404,74,1289,702
2016,GREIPEL André,andre-greipel,Lotto Soudal (WT),team/lotto-soudal-2016,161,DE,1982-7-16,Rostock,1.84,80.0,,,4643,1935,529,5032,278,2225
2016,BAK Lars Ytting,lars-ytting-bak,Lotto Soudal (WT),team/lotto-soudal-2016,162,DK,1980-1-16,Silkeborg,1.9,76.0,,,1189,2286,963,83,423,362
2016,DE GENDT Thomas,thomas-de-gendt,Lotto Soudal (WT),team/lotto-soudal-2016,163,BE,1986-11-6, Sint-Niklaas,1.79,73.0,,,248,1307,2235,60,1632,1388
2016,DEBUSSCHERE Jens,jens-debusschere,Lotto Soudal (WT),team/lotto-soudal-2016,164,BE,1989-8-28, Roeselare,1.84,77.0,,,2284,522,65,967,50,328
2016,GALLOPIN Tony,tony-gallopin,Lotto Soudal (WT),team/lotto-soudal-2016,165,FR,1988-5-24, Dourdan,1.81,69.0,,,3129,2384,1086,161,2265,2392
2016,HANSEN Adam,adam-hansen,Lotto Soudal (WT),team/lotto-soudal-2016,166,AU,1981-5-11,Cairns,1.85,72.0,,,308,1228,287,4,376,303
2016,HENDERSON Gregory,gregory-henderson,Lotto Soudal (WT),team/lotto-soudal-2016,167,NZ,1976-9-10,Dunedin,1.87,75.0,,,828,679,719,441,79,197
2016,ROELANDTS Jürgen,jurgen-roelandts,Lotto Soudal (WT),team/lotto-soudal-2016,168,BE,1985-7-2, Asse,1.84,78.0,,,3248,1261,589,760,268,1159
2016,SIEBERG Marcel,marcel-sieberg,Lotto Soudal (WT),team/lotto-soudal-2016,169,DE,1982-4-30,Castrop-Rauxel,1.98,80.0,,,1561,539,353,78,30,152
2016,COQUARD Bryan,bryan-coquard,Direct Energie (PCT),team/direct-energie-2016,171,FR,1992-4-25,Saint-Nazaire,1.71,59.0,,87.0,3161,1240,289,3304,210,2571
2016,CHAVANEL Sylvain,sylvain-chavanel,Direct Energie (PCT),team/direct-energie-2016,172,FR,1979-6-30,Châtellerault,1.81,73.0,,,3106,5574,5723,342,1368,1664
2016,DUCHESNE Antoine,antoine-duchesne,Direct Energie (PCT),team/direct-energie-2016,173,CA,1991-9-12, Saguenay,1.9,75.0,,,321,276,20,4,7,52
2016,GÈNE Yohann,yohann-gene,Direct Energie (PCT),team/direct-energie-2016,174,FR,1981-6-25,Pointe-à-Pitre,1.75,67.0,,,329,534,46,204,16,24
2016,JEANDESBOZ Fabrice,fabrice-jeandesboz,Direct Energie (PCT),team/direct-energie-2016,175,FR,1984-12-4,Loudéac,1.79,69.0,,,146,601,116,1,194,78
2016,PETIT Adrien,adrien-petit,Direct Energie (PCT),team/direct-energie-2016,176,FR,1990-9-26,Arras,1.88,80.0,,,1853,385,365,665,8,141
2016,SICARD Romain,romain-sicard,Direct Energie (PCT),team/direct-energie-2016,177,FR,1988-1-1,Bayonne,1.79,63.0,,,390,1096,340,4,546,208
2016,TULIK Angélo,angelo-tulik,Direct Energie (PCT),team/direct-energie-2016,178,FR,1990-12-2,Moulins,1.76,64.0,,,355,224,15,64,52,77
2016,VOECKLER Thomas,thomas-voeckler,Direct Energie (PCT),team/direct-energie-2016,179,FR,1979-6-22,Schiltigheim,1.74,71.0,,,3202,3209,566,181,1965,1025
2016,KITTEL Marcel,marcel-kittel,Etixx - Quick Step (WT),team/etixx-quick-step-2016,181,DE,1988-5-11,Arnstadt,1.88,82.0,,,1908,820,833,2994,1,231
2016,ALAPHILIPPE Julian,julian-alaphilippe,Etixx - Quick Step (WT),team/etixx-quick-step-2016,182,FR,1992-6-11,Saint-Amand-Montrond,1.73,62.0,83.0,80.0,6670,2738,1430,774,5331,4658
2016,KEISSE Iljo,iljo-keisse,Etixx - Quick Step (WT),team/etixx-quick-step-2016,183,BE,1982-12-21,Gent,1.83,72.0,,,704,335,101,314,18,7
2016,MARTIN Dan,dan-martin,Etixx - Quick Step (WT),team/etixx-quick-step-2016,184,IE,1986-8-20,Birmingham,1.75,59.0,,,3462,6005,454,20,6652,2384
2016,MARTIN Tony,tony-martin,Etixx - Quick Step (WT),team/etixx-quick-step-2016,185,DE,1985-4-23,Cottbus,1.85,75.0,,,408,3738,10664,165,829,1670
2016,RICHEZE Maximiliano,ariel-maximiliano-richeze,Etixx - Quick Step (WT),team/etixx-quick-step-2016,186,AR,1983-3-7,Bella Vista,1.77,68.0,,,1291,543,151,1017,275,1362
2016,SABATINI Fabio,fabio-sabatini,Etixx - Quick Step (WT),team/etixx-quick-step-2016,187,IT,1985-2-18,Pescia,1.87,74.0,,,506,578,87,284,61,285
2016,VAKOČ Petr,petr-vakoc,Etixx - Quick Step (WT),team/etixx-quick-step-2016,188,CZ,1992-7-11,Prague,1.8,68.0,,,1293,646,185,36,284,658
2016,VERMOTE Julien,julien-vermote,Etixx - Quick Step (WT),team/etixx-quick-step-2016,189,BE,1989-7-26,Kortrijk,1.79,74.0,,,567,674,428,71,52,186
2016,NAVARRO Daniel,daniel-navarro,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2016,191,ES,1983-7-18,Salamanca,1.74,60.0,,,291,2602,254,0,2052,379
2016,BOŽIČ Borut,borut-bozic,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2016,192,SI,1980-8-8,Idrija,1.78,70.0,,,1829,763,231,478,92,604
2016,COUSIN Jérôme,jerome-cousin,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2016,193,FR,1989-6-5,Saint-Sébastien-sur-Loire,1.8,74.0,,,89,437,49,9,102,90
2016,EDET Nicolas,nicolas-edet,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2016,194,FR,1987-12-2,La Ferté-Bernard,1.76,60.0,,,475,1575,78,0,1012,448
2016,JEANNESSON Arnold,arnold-jeannesson,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2016,195,FR,1986-1-16,Paris,1.82,65.0,,,402,1021,123,33,771,516
2016,LAPORTE Christophe,christophe-laporte,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2016,196,FR,1992-12-11,La Seyne-sur-Mer,1.91,76.0,75.0,67.0,4166,950,901,2068,368,1738
2016,LEMOINE Cyril,cyril-lemoine,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2016,197,FR,1983-3-3,Tours,1.82,73.0,,,739,853,962,195,27,170
2016,MATÉ Luis Ángel,luis-angel-mate,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2016,198,ES,1984-3-23,Marbella,1.78,68.0,,,526,1154,60,3,725,434
2016,SOUPE Geoffrey,geoffrey-soupe,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2016,199,FR,1988-3-22,Viriat,1.77,70.0,,,222,402,154,380,72,228
2016,GERRANS Simon,simon-gerrans,ORICA-BikeExchange (WT),team/orica-bikeexchange-2016,201,AU,1980-5-16,Melbourne,1.69,62.0,,,4415,2136,383,60,1252,2100
2016,ALBASINI Michael,michael-albasini,ORICA-BikeExchange (WT),team/orica-bikeexchange-2016,202,CH,1980-12-20,Mendrisio,1.72,65.0,,,2986,2065,423,188,1428,2018
2016,DURBRIDGE Luke,luke-durbridge,ORICA-BikeExchange (WT),team/orica-bikeexchange-2016,203,AU,1991-4-9,Greenmount,1.87,78.0,,,878,1306,2371,154,62,364
2016,HAYMAN Mathew,mathew-hayman,ORICA-BikeExchange (WT),team/orica-bikeexchange-2016,204,AU,1978-4-20,Camperdown,1.9,78.0,,,2299,893,152,220,49,112
2016,IMPEY Daryl,daryl-impey,ORICA-BikeExchange (WT),team/orica-bikeexchange-2016,205,ZA,1984-12-6,Johannesburg,1.81,72.0,,,1785,1893,1031,285,1122,2818
2016,JUUL-JENSEN Christopher,christopher-juul-jensen,ORICA-BikeExchange (WT),team/orica-bikeexchange-2016,206,DK,1989-7-6,Kilmacanogue,1.83,73.0,,,697,1137,357,2,154,218
2016,MATTHEWS Michael,michael-matthews,ORICA-BikeExchange (WT),team/orica-bikeexchange-2016,207,AU,1990-9-26,Canberra,1.78,72.0,35.0,27.0,7974,867,1678,1434,2279,7616
2016,PLAZA Rubén,ruben-plaza,ORICA-BikeExchange (WT),team/orica-bikeexchange-2016,208,ES,1980-2-29,Ibi,1.91,77.0,,,450,2409,2023,3,1126,470
2016,YATES Adam,adam-yates,ORICA-BikeExchange (WT),team/orica-bikeexchange-2016,209,GB,1992-8-7,Bury,1.73,58.0,14.0,18.0,2349,7079,1216,64,7222,2004
2016,SEPÚLVEDA Eduardo,eduardo-sepulveda,Fortuneo - Vital Concept (PCT),team/fortuneo-vital-concept-2016,211,AR,1991-6-13,Rawson,1.73,59.0,,,579,1532,410,154,652,244
2016,BREEN Vegard,vegard-breen,Fortuneo - Vital Concept (PCT),team/fortuneo-vital-concept-2016,212,NO,1990-2-8,Eidsvoll,1.87,74.0,,,57,155,90,0,0,2
2016,DELAPLACE Anthony,anthony-delaplace,Fortuneo - Vital Concept (PCT),team/fortuneo-vital-concept-2016,213,FR,1989-9-11,Valognes,1.81,65.0,,,1247,950,591,50,216,400
2016,FEILLU Brice,brice-feillu,Fortuneo - Vital Concept (PCT),team/fortuneo-vital-concept-2016,214,FR,1985-7-26,Châteaudun,1.9,69.0,,,173,999,172,4,636,148
2016,FONSECA Armindo,armindo-fonseca,Fortuneo - Vital Concept (PCT),team/fortuneo-vital-concept-2016,215,FR,1989-5-1,Rennes,1.68,56.0,,,866,269,12,105,34,168
2016,MCLAY Daniel,daniel-mclay,Fortuneo - Vital Concept (PCT),team/fortuneo-vital-concept-2016,216,GB,1992-1-3,Wellington,1.87,72.0,,,1251,255,100,1230,23,279
2016,PÉRICHON Pierre-Luc,pierre-luc-perichon,Fortuneo - Vital Concept (PCT),team/fortuneo-vital-concept-2016,217,FR,1987-1-4,Bourg-en-Bresse,1.82,69.0,,,735,708,220,56,250,318
2016,SØRENSEN Chris Anker,chris-anker-sorensen,Fortuneo - Vital Concept (PCT),team/fortuneo-vital-concept-2016,218,DK,1984-9-5,Hammel,1.85,64.0,,,1303,1719,68,12,1516,180
2016,VACHON Florian,florian-vachon,Fortuneo - Vital Concept (PCT),team/fortuneo-vital-concept-2016,219,FR,1985-1-2,Montluçon,1.79,65.0,,,1110,685,55,66,86,108
2017,FROOME Chris,christopher-froome,Team Sky (WT),team/team-sky-2017,1,GB,1985-5-20,Nairobi,1.86,68.0,,,385,8296,4389,188,6508,2328
2017,HENAO Sergio,sergio-luis-henao,Team Sky (WT),team/team-sky-2017,2,CO,1987-12-10,Rionegro,1.7,61.0,,,1622,3623,561,37,3050,1570
2017,KIRYIENKA Vasil,vasil-kiryienka,Team Sky (WT),team/team-sky-2017,3,BY,1981-6-28,Rečyca,1.82,69.0,,,506,1537,4521,29,1288,608
2017,KNEES Christian,christian-knees,Team Sky (WT),team/team-sky-2017,4,DE,1981-3-5,Bonn,1.94,81.0,,,959,1576,576,34,364,314
2017,KWIATKOWSKI Michał,michal-kwiatkowski,Team Sky (WT),team/team-sky-2017,5,PL,1990-6-2,Chełmża,1.76,68.0,,,4717,3670,3561,281,3312,3584
2017,LANDA Mikel,mikel-landa,Team Sky (WT),team/team-sky-2017,6,ES,1989-12-13,Murgia,1.72,61.0,31.0,26.0,1017,6401,298,28,7045,1186
2017,NIEVE Mikel,mikel-nieve,Team Sky (WT),team/team-sky-2017,7,ES,1984-5-26,Leitza,1.73,62.0,,,811,3608,31,0,4074,486
2017,ROWE Luke,luke-rowe,Team Sky (WT),team/team-sky-2017,8,GB,1990-3-10,Cardiff,1.85,72.0,,,1185,466,142,170,49,413
2017,THOMAS Geraint,geraint-thomas,Team Sky (WT),team/team-sky-2017,9,GB,1986-5-25,Cardiff,1.83,71.0,,,1277,6411,5423,306,4205,2692
2017,BARDET Romain,romain-bardet,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2017,11,FR,1990-11-9, Brioude,1.85,65.0,,93.0,3401,6495,401,366,8511,2067
2017,BAKELANTS Jan,jan-bakelants,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2017,12,BE,1986-2-14, Oudenaarde,1.77,67.0,,,1991,2656,314,100,1758,1818
2017,DOMONT Axel,axel-domont,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2017,13,FR,1990-8-7,Valence,1.79,65.0,,,96,234,1,0,226,98
2017,FRANK Mathias,mathias-frank,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2017,14,CH,1986-12-9,Roggliswil,1.76,64.0,,,705,2877,600,5,1998,630
2017,GASTAUER Ben,ben-gastauer,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2017,15,LU,1987-11-14,Dudelange,1.9,73.0,,,282,763,142,5,223,54
2017,GAUTIER Cyril,cyril-gautier,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2017,16,FR,1987-9-26,Plouagat,1.69,65.0,,,1492,1018,95,40,780,726
2017,LATOUR Pierre,pierre-latour,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2017,17,FR,1993-10-12,Romans-sur-Isère,1.81,66.0,,,783,2317,1379,182,2293,1248
2017,NAESEN Oliver,oliver-naesen,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2017,18,BE,1990-9-16,Oostende,1.84,74.0,,,4340,1447,49,756,415,2328
2017,VUILLERMOZ Alexis,alexis-vuillermoz,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2017,19,FR,1988-6-1,Saint-Claude,1.73,60.0,,,1544,1578,98,41,1616,884
2017,QUINTANA Nairo,nairo-quintana,Movistar Team (WT),team/movistar-team-20172,21,CO,1990-2-4,Cómbita,1.67,58.0,,,829,9465,1274,34,7897,1962
2017,AMADOR Andrey,andrey-amador,Movistar Team (WT),team/movistar-team-20172,22,CR,1986-8-29,San José,1.8,73.0,,,671,1518,1228,54,1046,566
2017,BENNATI Daniele,daniele-bennati,Movistar Team (WT),team/movistar-team-20172,23,IT,1980-9-24,Arezzo,1.83,71.0,,,3137,1090,1106,1841,512,2612
2017,BETANCUR Carlos,carlos-betancur,Movistar Team (WT),team/movistar-team-20172,24,CO,1989-10-13,Ciudad Bolívar,1.67,60.0,,,1214,1583,285,9,1592,712
2017,CASTROVIEJO Jonathan,jonathan-castroviejo,Movistar Team (WT),team/movistar-team-20172,25,ES,1987-4-27,Getxo,1.71,62.0,,,263,2091,4574,1,1080,337
2017,ERVITI Imanol,imanol-erviti,Movistar Team (WT),team/movistar-team-20172,26,ES,1983-11-15,Pamplona,1.9,82.0,,,749,951,437,60,216,328
2017,HERRADA Jesús,jesus-herrada-lopez,Movistar Team (WT),team/movistar-team-20172,27,ES,1990-7-26,Mota del Cuervo,1.83,70.0,,,2089,2338,946,481,2060,1406
2017,SÜTTERLIN Jasha,jasha-sutterlin,Movistar Team (WT),team/movistar-team-20172,28,DE,1992-11-4,Freiburg im Breisgau,1.84,78.0,,,355,722,1105,106,73,420
2017,VALVERDE Alejandro,alejandro-valverde,Movistar Team (WT),team/movistar-team-20172,29,ES,1980-4-25,Murcia,1.77,61.0,,,13381,13732,4946,336,15230,7433
2017,CONTADOR Alberto,alberto-contador,Trek - Segafredo (WT),team/trek-segafredo-2017,31,ES,1982-12-6,Pinto,1.76,61.0,,,770,11393,6093,102,8230,2379
